Diario;;;;;;;;;;;
Asiento;Fecha;CuentaD;ImporteD;CuentaH;ImporteH;Concepto;Punteo;ImporteDE;ImporteHE;FactorC;Tipo
767000;14/04/2023;5550000003;8319;5720000001;8319;Retención Juzgado ;;50;50;166,386;
768000;14/04/2023;5720000001;191663;4300004757;191663;SU PAGO ;;1151,92;1151,92;166,386;
769000;14/04/2023;6280000009;7556;;0;SU FRA. Nº - 418;;45,41;0;166,386;
769001;14/04/2023;4720000021;1587;;0;SU FRA. Nº - 418;;9,54;0;166,386;
769002;14/04/2023;;0;4100000284;9143;SU FRA. Nº - 418;;0;54,95;166,386;
770000;15/04/2023;6250000001;73170;;0;RECIBO MUTUA FIATC ;;439,76;0;166,386;
770001;15/04/2023;;0;4100000192;73170;RECIBO MUTUA FIATC ;;0;439,76;166,386;
771000;15/04/2023;6280000009;2436;;0;SU FRA. Nº - 1029;;14,64;0;166,386;
771001;15/04/2023;4720000021;512;;0;SU FRA. Nº - 1029;;3,07;0;166,386;
771002;15/04/2023;;0;4100000080;2948;SU FRA. Nº - 1029;;0;17,71;166,386;
772000;16/04/2023;6000000000;62355;;0;SU FRA. Nº - 245;;374,76;0;166,386;
772001;16/04/2023;4720000021;13095;;0;SU FRA. Nº - 245;;78,7;0;166,386;
772002;16/04/2023;;0;4000000242;75450;SU FRA. Nº - 245;;0;453,46;166,386;
773000;17/04/2023;4000000150;55233;5720000001;55233;NUESTRO PAGO ;;331,96;331,96;166,386;
774000;17/04/2023;6000000000;61510;;0;SU FRA. Nº - 355;;369,68;0;166,386;
774001;17/04/2023;4720000021;12917;;0;SU FRA. Nº - 355;;77,63;0;166,386;
774002;17/04/2023;;0;4000000157;74427;SU FRA. Nº - 355;;0;447,31;166,386;
775000;18/04/2023;6250000002;88048;;0;PÓLIZA 2415491;;529,18;0;166,386;
775001;18/04/2023;;0;4100000036;88048;PÓLIZA 2415491;;0;529,18;166,386;
776000;18/04/2023;;0;7050000000;34377;Venta Nº 199;;0;206,61;166,386;
776001;18/04/2023;;0;4770000021;7219;Venta Nº 199;;0;43,39;166,386;
776002;18/04/2023;4300005856;41596;;0;Venta Nº 199;;250;0;166,386;
777000;18/04/2023;;0;7050000000;8319;Venta Nº 200;;0;50;166,386;
777001;18/04/2023;;0;4770000021;1747;Venta Nº 200;;0;10,5;166,386;
777002;18/04/2023;4300005536;10066;;0;Venta Nº 200;;60,5;0;166,386;
778000;18/04/2023;;0;7050000000;49916;Venta Nº 201;;0;300;166,386;
778001;18/04/2023;;0;4770000021;10482;Venta Nº 201;;0;63;166,386;
778002;18/04/2023;4300005857;60398;;0;Venta Nº 201;;363;0;166,386;
779000;18/04/2023;;0;7050000000;24958;Venta Nº 202;;0;150;166,386;
779001;18/04/2023;;0;4770000021;5241;Venta Nº 202;;0;31,5;166,386;
779002;18/04/2023;4300005429;30199;;0;Venta Nº 202;;181,5;0;166,386;
780000;19/04/2023;;0;7050000000;8319;Venta Nº 203;;0;50;166,386;
780001;19/04/2023;;0;4770000021;1747;Venta Nº 203;;0;10,5;166,386;
780002;19/04/2023;4300005836;10066;;0;Venta Nº 203;;60,5;0;166,386;
781000;19/04/2023;;0;7050000000;28876;Venta Nº 204;;0;173,55;166,386;
781001;19/04/2023;;0;4770000021;6064;Venta Nº 204;;0;36,45;166,386;
781002;19/04/2023;4300005468;34940;;0;Venta Nº 204;;210;0;166,386;
782000;19/04/2023;;0;7050000000;27454;Venta Nº 205;;0;165;166,386;
782001;19/04/2023;;0;4770000021;5765;Venta Nº 205;;0;34,65;166,386;
782002;19/04/2023;4300002007;33219;;0;Venta Nº 205;;199,65;0;166,386;
783000;19/04/2023;5700000000;40265;4300005037;40265;SU PAGO ;;242;242;166,386;
784000;19/04/2023;5700000000;12080;4300005850;12080;SU PAGO ;;72,6;72,6;166,386;
785000;19/04/2023;5700000000;10066;4300005810;10066;SU PAGO ;;60,5;60,5;166,386;
786000;19/04/2023;5700000000;34941;4300000001;34941;SU PAGO FRA. Nº 194 ;;210;210;166,386;
787000;19/04/2023;5700000000;10469;4300005059;10469;SU PAGO ;;62,92;62,92;166,386;
788000;19/04/2023;5700000000;41597;4300005856;41597;SU PAGO ;;250;250;166,386;
789000;19/04/2023;5700000000;10066;4300005536;10066;SU PAGO ;;60,5;60,5;166,386;
790000;19/04/2023;5700000000;30199;4300005429;30199;SU PAGO ;;181,5;181,5;166,386;
791000;19/04/2023;;0;7050000000;27454;Venta Nº 207;;0;165;166,386;
791001;19/04/2023;;0;4770000021;5765;Venta Nº 207;;0;34,65;166,386;
791002;19/04/2023;4300002456;33219;;0;Venta Nº 207;;199,65;0;166,386;
792000;19/04/2023;;0;7050000000;27454;Venta Nº 208;;0;165;166,386;
792001;19/04/2023;;0;4770000021;5765;Venta Nº 208;;0;34,65;166,386;
792002;19/04/2023;4300002449;33219;;0;Venta Nº 208;;199,65;0;166,386;
793000;19/04/2023;;0;7050000000;13311;Venta Nº 209;;0;80;166,386;
793001;19/04/2023;;0;4770000021;2795;Venta Nº 209;;0;16,8;166,386;
793002;19/04/2023;4300003629;16106;;0;Venta Nº 209;;96,8;0;166,386;
794000;19/04/2023;;0;7050000000;39933;Venta Nº 210;;0;240;166,386;
794001;19/04/2023;;0;4770000021;8386;Venta Nº 210;;0;50,4;166,386;
794002;19/04/2023;4300003596;48319;;0;Venta Nº 210;;290,4;0;166,386;
795000;19/04/2023;;0;7050000000;27454;Venta Nº 206;;0;165;166,386;
795001;19/04/2023;;0;4770000021;5765;Venta Nº 206;;0;34,65;166,386;
795002;19/04/2023;4300002455;33219;;0;Venta Nº 206;;199,65;0;166,386;
796000;19/04/2023;5720000002;3328;4300000001;3328;SU PAGO FRA. Nº 241_TPV ;;20;20;166,386;
797000;19/04/2023;5720000001;60398;4300002411;60398;SU PAGO ;;363;363;166,386;
798000;19/04/2023;4650000004;16639;5720000001;16639;LIQ. SALARI0S ch/9927695 ;;100;100;166,386;
799000;20/04/2023;;0;7050000000;6875;Venta Nº 211;;0;41,32;166,386;
799001;20/04/2023;;0;4770000021;1444;Venta Nº 211;;0;8,68;166,386;
799002;20/04/2023;4300005847;8319;;0;Venta Nº 211;;50;0;166,386;
800000;20/04/2023;;0;7050000000;31613;Venta Nº 212;;0;190;166,386;
800001;20/04/2023;;0;4770000021;6639;Venta Nº 212;;0;39,9;166,386;
800002;20/04/2023;4300005657;38252;;0;Venta Nº 212;;229,9;0;166,386;
801000;20/04/2023;;0;7050000000;82527;Venta Nº 213;;0;496;166,386;
801001;20/04/2023;;0;4770000021;17331;Venta Nº 213;;0;104,16;166,386;
801002;20/04/2023;4300004439;99858;;0;Venta Nº 213;;600,16;0;166,386;
802000;20/04/2023;5720000002;1664;4300000001;1664;SU PAGO FRA. Nº 241_TPV ;;10;10;166,386;
803000;20/04/2023;4751000004;50037;;0;PAGO MOD. 111 1T/2023 ;;300,73;0;166,386;
803001;20/04/2023;4751000005;33565;;0;PAGO MOD. 111 1T/2023 ;;201,73;0;166,386;
803002;20/04/2023;4751000006;25196;;0;PAGO MOD. 111 1T/2023 ;;151,43;0;166,386;
803003;20/04/2023;;0;5720000001;108798;PAGO MOD. 111 1T/2023 ;;0;653,89;166,386;
804000;20/04/2023;4751000100;47420;5720000001;47420;PAGO MOD. 115 1T/2023 ;;285;285;166,386;
805000;20/04/2023;4730000000;23918;5720000001;23918;PAGO MOD. 202 1P ;;143,75;143,75;166,386;
806000;20/04/2023;4750000000;581805;;0;PAGO MOD. 303 4T/2022 APLAZADO ;;3496,72;0;166,386;
806001;20/04/2023;6690000000;5182;;0;PAGO MOD. 303 4T/2022 APLAZADO ;;31,14;0;166,386;
806002;20/04/2023;;0;5720000001;586987;PAGO MOD. 303 4T/2022 APLAZADO ;;0;3527,86;166,386;
807000;20/04/2023;5720000001;80531;4300005228;80531;SU PAGO ;;484;484;166,386;
808000;20/04/2023;6250000002;76592;;0;Recibo liberty;;460,33;0;166,386;
808001;20/04/2023;;0;4100000036;76592;Recibo liberty;;0;460,33;166,386;
809000;20/04/2023;6280000109;3980;;0;Compra Nº 144;;23,92;0;166,386;
809001;20/04/2023;4720000021;844;;0;Compra Nº 144;;5,07;0;166,386;
809002;20/04/2023;;0;4000000066;4824;Compra Nº 144;;0;28,99;166,386;
810000;20/04/2023;4000000066;4824;5700000000;4824;NUESTRO PAGO ;;28,99;28,99;166,386;
811000;20/04/2023;6280000001;4271;;0;SU FRA. Nº - 148819;;25,67;0;166,386;
811001;20/04/2023;4720000021;39;;0;SU FRA. Nº - 148819;;0,24;0;166,386;
811002;20/04/2023;4720000010;408;;0;SU FRA. Nº - 148819;;2,45;0;166,386;
811003;20/04/2023;;0;4100000029;4718;SU FRA. Nº - 148819;;0;28,36;166,386;
812000;21/04/2023;5700000000;10066;4300005836;10066;SU PAGO ;;60,5;60,5;166,386;
813000;21/04/2023;;0;7050000000;95833;Venta Nº 214;;0;575,97;166,386;
813001;21/04/2023;;0;4770000021;20125;Venta Nº 214;;0;120,95;166,386;
813002;21/04/2023;4300000031;115958;;0;Venta Nº 214;;696,92;0;166,386;
814000;21/04/2023;;0;7050000000;49916;Venta Nº 215;;0;300;166,386;
814001;21/04/2023;;0;4770000021;10482;Venta Nº 215;;0;63;166,386;
814002;21/04/2023;4300000001;60398;;0;Venta Nº 215;;363;0;166,386;
815000;21/04/2023;5700000000;8319;4300005847;8319;SU PAGO ;;50;50;166,386;
816000;21/04/2023;5720000001;30199;4300005308;30199;SU PAGO ;;181,5;181,5;166,386;
817000;21/04/2023;5720000001;45299;4300002283;45299;SU PAGO ;;272,25;272,25;166,386;
818000;21/04/2023;4650000004;21630;5720000001;21630;LIQ. SALARI0S CH/9927696 ;;130;130;166,386;
819000;21/04/2023;5720000001;56372;4300002746;56372;SU PAGO FRA. Nº 721/2022 ;;338,8;338,8;166,386;
820000;21/04/2023;5720000001;80531;4300001544;80531;SU PAGO FRA. Nº 4 ;;484;484;166,386;
821000;21/04/2023;4100000176;44002;5720000001;44002;NUESTRO PAGO ;;264,46;264,46;166,386;
822000;21/04/2023;6220000008;5913;;0;SU FRA. Nº - 9645;;35,54;0;166,386;
822001;21/04/2023;4720000021;1242;;0;SU FRA. Nº - 9645;;7,46;0;166,386;
822002;21/04/2023;;0;4100000241;7155;SU FRA. Nº - 9645;;0;43;166,386;
823000;21/04/2023;6280000002;10358;;0;SU FRA. Nº - 10176;;62,25;0;166,386;
823001;21/04/2023;4720000005;518;;0;SU FRA. Nº - 10176;;3,11;0;166,386;
823002;21/04/2023;;0;4100000010;10876;SU FRA. Nº - 10176;;0;65,36;166,386;
824000;21/04/2023;6220000008;7545;;0;SU FRA. Nº - 09644;;45,35;0;166,386;
824001;21/04/2023;4720000021;1439;;0;SU FRA. Nº - 09644;;8,65;0;166,386;
824002;21/04/2023;;0;4100000241;8984;SU FRA. Nº - 09644;;0;54;166,386;
825000;21/04/2023;4100000241;7155;5700000000;7155;NUESTRO PAGO ;;43;43;166,386;
826000;21/04/2023;4100000241;8985;5700000000;8985;NUESTRO PAGO ;;54;54;166,386;
827000;22/04/2023;5720000001;59995;4300003957;59995;RECIBO N/FRA. Nº 196 ;;360,58;360,58;166,386;
828000;22/04/2023;5720000001;19600;4300000001;19600;TRANSF. PARTE FRA. 146 ;;117,8;117,8;166,386;
829000;22/04/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;1,82;1,82;166,386;
830000;22/04/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;1,82;1,82;166,386;
831000;22/04/2023;6690000000;250;;0;SU FRA. Nº - 20230080955;;1,5;0;166,386;
831001;22/04/2023;4720000021;53;;0;SU FRA. Nº - 20230080955;;0,32;0;166,386;
831002;22/04/2023;;0;4100000504;303;SU FRA. Nº - 20230080955;;0;1,82;166,386;
832000;22/04/2023;6690000000;250;;0;SU FRA. Nº - 20230080965;;1,5;0;166,386;
832001;22/04/2023;4720000021;53;;0;SU FRA. Nº - 20230080965;;0,32;0;166,386;
832002;22/04/2023;;0;4100000504;303;SU FRA. Nº - 20230080965;;0;1,82;166,386;
833000;24/04/2023;;0;7050000000;9983;Venta Nº 216;;0;60;166,386;
833001;24/04/2023;;0;4770000021;2096;Venta Nº 216;;0;12,6;166,386;
833002;24/04/2023;4300005850;12079;;0;Venta Nº 216;;72,6;0;166,386;
834000;24/04/2023;;0;7050000000;49916;Venta Nº 217;;0;300;166,386;
834001;24/04/2023;;0;4770000021;10482;Venta Nº 217;;0;63;166,386;
834002;24/04/2023;4300001922;60398;;0;Venta Nº 217;;363;0;166,386;
835000;24/04/2023;;0;7050000000;29949;Venta Nº 218;;0;180;166,386;
835001;24/04/2023;;0;4770000021;6289;Venta Nº 218;;0;37,8;166,386;
835002;24/04/2023;4300005549;36238;;0;Venta Nº 218;;217,8;0;166,386;
836000;24/04/2023;5700000000;12080;4300005850;12080;SU PAGO ;;72,6;72,6;166,386;
837000;24/04/2023;5720000002;37104;;0;SU PAGO FRA. Nº 204_TPV+241_TPV;;223;0;166,386;
837001;24/04/2023;;0;4300005468;34941;SU PAGO FRA. Nº 204_TPV+241_TPV;;0;210;166,386;
837002;24/04/2023;;0;4300000001;2163;SU PAGO FRA. Nº 204_TPV+241_TPV;;0;13;166,386;
838000;24/04/2023;5720000002;38252;4300005292;38252;SU PAGO ;;229,9;229,9;166,386;
839000;24/04/2023;4650000004;16639;5720000001;16639;LIQ. SALARI0S CH/9927697 ;;100;100;166,386;
840000;25/04/2023;;0;7050000000;14975;Venta Nº 219;;0;90;166,386;
840001;25/04/2023;;0;4770000021;3145;Venta Nº 219;;0;18,9;166,386;
840002;25/04/2023;4300000561;18120;;0;Venta Nº 219;;108,9;0;166,386;
841000;25/04/2023;;0;7050000000;48252;Venta Nº 220;;0;290;166,386;
841001;25/04/2023;;0;4770000021;10133;Venta Nº 220;;0;60,9;166,386;
841002;25/04/2023;4300003754;58385;;0;Venta Nº 220;;350,9;0;166,386;
842000;25/04/2023;;0;7050000000;49084;Venta Nº 221;;0;295;166,386;
842001;25/04/2023;;0;4770000021;10308;Venta Nº 221;;0;61,95;166,386;
842002;25/04/2023;4300000220;59392;;0;Venta Nº 221;;356,95;0;166,386;
843000;25/04/2023;5720000002;38252;4300005657;38252;SU PAGO ;;229,9;229,9;166,386;
844000;25/04/2023;5720000002;24625;;0;SU PAGO FRA. Nº 167_TPV+241_TPV ;;148;0;166,386;
844001;25/04/2023;;0;4300005245;20133;SU PAGO FRA. Nº 167_TPV+241_TPV ;;0;121;166,386;
844002;25/04/2023;;0;4300000001;4492;SU PAGO FRA. Nº 167_TPV+241_TPV ;;0;27;166,386;
845000;25/04/2023;5720000002;139252;4310000000;139252;SU PAGO ;;836,92;836,92;166,386;
846000;25/04/2023;4100000036;76592;5720000001;76592;NUESTRO PAGO ;;460,33;460,33;166,386;
847000;26/04/2023;;0;7050000000;38269;Venta Nº 222;;0;230;166,386;
847001;26/04/2023;;0;4770000021;8036;Venta Nº 222;;0;48,3;166,386;
847002;26/04/2023;4300002842;46305;;0;Venta Nº 222;;278,3;0;166,386;
848000;26/04/2023;5720000002;32758;4300003284;32758;SU PAGO ;;196,88;196,88;166,386;
849000;26/04/2023;4000000158;84978;5720000001;84978;NUESTRO PAGO ;;510,73;510,73;166,386;
850000;26/04/2023;4100000029;4719;5720000001;4719;NUESTRO PAGO ;;28,36;28,36;166,386;
851000;26/04/2023;4100000192;73170;5720000001;73170;NUESTRO PAGO ;;439,76;439,76;166,386;
852000;26/04/2023;5720000001;120796;4300002765;120796;SU PAGO FRA. Nº 745/2022+35+64 ;;726;726;166,386;
853000;27/04/2023;;0;7050000000;7487;Venta Nº 223;;0;45;166,386;
853001;27/04/2023;;0;4770000021;1572;Venta Nº 223;;0;9,45;166,386;
853002;27/04/2023;4300005302;9059;;0;Venta Nº 223;;54,45;0;166,386;
854000;27/04/2023;;0;7050000000;7487;Venta Nº 224;;0;45;166,386;
854001;27/04/2023;;0;4770000021;1572;Venta Nº 224;;0;9,45;166,386;
854002;27/04/2023;4300005304;9059;;0;Venta Nº 224;;54,45;0;166,386;
855000;27/04/2023;;0;7050000000;7487;Venta Nº 225;;0;45;166,386;
855001;27/04/2023;;0;4770000021;1572;Venta Nº 225;;0;9,45;166,386;
855002;27/04/2023;4300005301;9059;;0;Venta Nº 225;;54,45;0;166,386;
856000;27/04/2023;;0;7050000000;8319;Venta Nº 226;;0;50;166,386;
856001;27/04/2023;;0;4770000021;1747;Venta Nº 226;;0;10,5;166,386;
856002;27/04/2023;4300005800;10066;;0;Venta Nº 226;;60,5;0;166,386;
857000;27/04/2023;;0;7050000000;23294;Venta Nº 227;;0;140;166,386;
857001;27/04/2023;;0;4770000021;4892;Venta Nº 227;;0;29,4;166,386;
857002;27/04/2023;4300005760;28186;;0;Venta Nº 227;;169,4;0;166,386;
858000;27/04/2023;;0;7050000000;8319;Venta Nº 228;;0;50;166,386;
858001;27/04/2023;;0;4770000021;1747;Venta Nº 228;;0;10,5;166,386;
858002;27/04/2023;4300005245;10066;;0;Venta Nº 228;;60,5;0;166,386;
859000;27/04/2023;;0;7050000000;5324;Venta Nº 229;;0;32;166,386;
859001;27/04/2023;;0;4770000021;1118;Venta Nº 229;;0;6,72;166,386;
859002;27/04/2023;4300004944;6442;;0;Venta Nº 229;;38,72;0;166,386;
860000;27/04/2023;;0;7050000000;5324;Venta Nº 230;;0;32;166,386;
860001;27/04/2023;;0;4770000021;1118;Venta Nº 230;;0;6,72;166,386;
860002;27/04/2023;4300005271;6442;;0;Venta Nº 230;;38,72;0;166,386;
861000;27/04/2023;;0;7050000000;5324;Venta Nº 231;;0;32;166,386;
861001;27/04/2023;;0;4770000021;1118;Venta Nº 231;;0;6,72;166,386;
861002;27/04/2023;4300004946;6442;;0;Venta Nº 231;;38,72;0;166,386;
862000;27/04/2023;;0;7050000000;28114;Venta Nº 232;;0;168,97;166,386;
862001;27/04/2023;;0;4770000021;5904;Venta Nº 232;;0;35,48;166,386;
862002;27/04/2023;4300004664;34018;;0;Venta Nº 232;;204,45;0;166,386;
863000;27/04/2023;;0;7050000000;11980;Venta Nº 233;;0;72;166,386;
863001;27/04/2023;;0;4770000021;2516;Venta Nº 233;;0;15,12;166,386;
863002;27/04/2023;4300004792;14496;;0;Venta Nº 233;;87,12;0;166,386;
864000;27/04/2023;;0;7050000000;11980;Venta Nº 234;;0;72;166,386;
864001;27/04/2023;;0;4770000021;2516;Venta Nº 234;;0;15,12;166,386;
864002;27/04/2023;4300004963;14496;;0;Venta Nº 234;;87,12;0;166,386;
865000;27/04/2023;;0;7050000000;19966;Venta Nº 235;;0;120;166,386;
865001;27/04/2023;;0;4770000021;4193;Venta Nº 235;;0;25,2;166,386;
865002;27/04/2023;4300005667;24159;;0;Venta Nº 235;;145,2;0;166,386;
866000;27/04/2023;5720000002;60398;4300000001;60398;SU PAGO FRA. Nº 215 ;;363;363;166,386;
867000;27/04/2023;5720000002;15308;4300000001;15308;SU PAGO FRA. Nº 241 ;;92;92;166,386;
868000;27/04/2023;4650000004;21630;5720000001;21630;LIQ. SALARI0S CH/9927698 ;;130;130;166,386;
869000;27/04/2023;6230000000;40756;;0;SU FRA. Nº - 230206;;244,95;0;166,386;
869001;27/04/2023;4720000021;8559;;0;SU FRA. Nº - 230206;;51,44;0;166,386;
869002;27/04/2023;;0;4000000082;49315;SU FRA. Nº - 230206;;0;296,39;166,386;
870000;27/04/2023;5720000001;60398;4300001922;60398;SU PAGO FRA. Nº 217 ;;363;363;166,386;
871000;27/04/2023;6280000009;1830;;0;SU FRA. Nº - 1127;;11;0;166,386;
871001;27/04/2023;4720000021;384;;0;SU FRA. Nº - 1127;;2,31;0;166,386;
871002;27/04/2023;;0;4100000080;2214;SU FRA. Nº - 1127;;0;13,31;166,386;
872000;27/04/2023;4100000080;5161;5700000000;5161;NUESTRO PAGO ;;31,02;31,02;166,386;
873000;28/04/2023;;0;7050000000;39933;Venta Nº 236;;0;240;166,386;
873001;28/04/2023;;0;4770000021;8386;Venta Nº 236;;0;50,4;166,386;
873002;28/04/2023;4300004838;48319;;0;Venta Nº 236;;290,4;0;166,386;
874000;28/04/2023;;0;7050000000;39191;Venta Nº 237;;0;235,54;166,386;
874001;28/04/2023;;0;4770000021;8230;Venta Nº 237;;0;49,46;166,386;
874002;28/04/2023;4300000001;47421;;0;Venta Nº 237;;285;0;166,386;
875000;28/04/2023;;0;7050000000;33277;Venta Nº 238;;0;200;166,386;
875001;28/04/2023;;0;4770000021;6988;Venta Nº 238;;0;42;166,386;
875002;28/04/2023;4300000001;40265;;0;Venta Nº 238;;242;0;166,386;
876000;28/04/2023;5700000000;46305;4300002842;46305;SU PAGO ;;278,3;278,3;166,386;
877000;28/04/2023;5720000002;4492;4300000001;4492;SU PAGO FRA. Nº 241 ;;27;27;166,386;
878000;28/04/2023;4650000005;207620;5720000002;207620;PAGO SALARIO ;;1247,82;1247,82;166,386;
879000;28/04/2023;4650000006;195688;5720000002;195688;PAGO SALARIO ;;1176,11;1176,11;166,386;
880000;28/04/2023;4760000000;327627;5720000001;327627;PAGO S.S. MARZO ;;1969,08;1969,08;166,386;
881000;28/04/2023;5700000000;14093;4300005812;14093;SU PAGO FRA. Nº 156 ;;84,7;84,7;166,386;
882000;28/04/2023;5720000001;34928;4300003979;34928;SU PAGO ;;209,92;209,92;166,386;
883000;28/04/2023;4650000009;106206;5720000001;106206;PAGO SALARIO ;;638,31;638,31;166,386;
884000;28/04/2023;5720000001;19966;4300000001;19966;SU PAGO FRA. Nº 5 ;;120;120;166,386;
885000;28/04/2023;4650000004;68882;5700000000;68882;LIQ. SALARI0S ;;413,99;413,99;166,386;
886000;29/04/2023;4100000036;88048;5720000002;88048;NUESTRO PAGO CH/931 ;;529,18;529,18;166,386;
887000;29/04/2023;5720000001;7487;4300003979;7487;SU PAGO ;;45;45;166,386;
888000;29/04/2023;5720000001;99858;4300004439;99858;SU PAGO ;;600,16;600,16;166,386;
889000;29/04/2023;5720000001;58385;4300003754;58385;RECIBO N/FRA. Nº 220 ;;350,9;350,9;166,386;
890000;29/04/2023;5720000001;19327;;0;RECIBO N/FRA. Nº 229+230+231 ;;116,16;0;166,386;
890001;29/04/2023;;0;4300004944;6442;RECIBO N/FRA. Nº 229+230+231 ;;0;38,72;166,386;
890002;29/04/2023;;0;4300005271;6442;RECIBO N/FRA. Nº 229+230+231 ;;0;38,72;166,386;
890003;29/04/2023;;0;4300004946;6443;RECIBO N/FRA. Nº 229+230+231 ;;0;38,72;166,386;
891000;29/04/2023;5720000001;28186;4300005760;28186;RECIBO N/FRA. Nº 227 ;;169,4;169,4;166,386;
892000;29/04/2023;5720000001;34018;4300004664;34018;RECIBO N/FRA. Nº 232 ;;204,45;204,45;166,386;
893000;29/04/2023;5720000001;14496;4300004792;14496;RECIBO N/FRA. Nº 233 ;;87,12;87,12;166,386;
894000;29/04/2023;6690000000;250;;0;SU FRA. Nº - 20230085170;;1,5;0;166,386;
894001;29/04/2023;4720000021;53;;0;SU FRA. Nº - 20230085170;;0,32;0;166,386;
894002;29/04/2023;;0;4100000504;303;SU FRA. Nº - 20230085170;;0;1,82;166,386;
895000;29/04/2023;6690000000;250;;0;SU FRA. Nº - 20230085753;;1,5;0;166,386;
895001;29/04/2023;4720000021;53;;0;SU FRA. Nº - 20230085753;;0,32;0;166,386;
895002;29/04/2023;;0;4100000504;303;SU FRA. Nº - 20230085753;;0;1,82;166,386;
896000;29/04/2023;6690000000;250;;0;SU FRA. Nº - 20230085761;;1,5;0;166,386;
896001;29/04/2023;4720000021;53;;0;SU FRA. Nº - 20230085761;;0,32;0;166,386;
896002;29/04/2023;;0;4100000504;303;SU FRA. Nº - 20230085761;;0;1,82;166,386;
897000;29/04/2023;6690000000;250;;0;SU FRA. Nº - 20230085769;;1,5;0;166,386;
897001;29/04/2023;4720000021;53;;0;SU FRA. Nº - 20230085769;;0,32;0;166,386;
897002;29/04/2023;;0;4100000504;303;SU FRA. Nº - 20230085769;;0;1,82;166,386;
898000;29/04/2023;6690000000;250;;0;SU FRA. Nº - 20230085785;;1,5;0;166,386;
898001;29/04/2023;4720000021;53;;0;SU FRA. Nº - 20230085785;;0,32;0;166,386;
898002;29/04/2023;;0;4100000504;303;SU FRA. Nº - 20230085785;;0;1,82;166,386;
899000;29/04/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;1,82;1,82;166,386;
900000;29/04/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;1,82;1,82;166,386;
901000;29/04/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;1,82;1,82;166,386;
902000;29/04/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;1,82;1,82;166,386;
903000;29/04/2023;4100000504;303;5720000001;303;NUESTRO PAGO ;;1,82;1,82;166,386;
904000;29/04/2023;4300003979;153;7690000000;153;REDONDEO ;;0,92;0,92;166,386;
905000;30/04/2023;6400000002;115667;;0;Nóminas ;;695,17;0;166,386;
905001;30/04/2023;6400000004;245161;;0;Nóminas ;;1473,45;0;166,386;
905002;30/04/2023;6400000005;231331;;0;Nóminas ;;1390,33;0;166,386;
905003;30/04/2023;6400000006;222064;;0;Nóminas ;;1334,63;0;166,386;
905004;30/04/2023;6400000009;113528;;0;Nóminas ;;682,32;0;166,386;
905005;30/04/2023;;0;4751000004;14048;Retenciones IRPF ;;0;84,43;166,386;
905006;30/04/2023;;0;4751000005;8790;Retenciones IRPF ;;0;52,83;166,386;
905007;30/04/2023;;0;4751000006;6063;Retenciones IRPF ;;0;36,44;166,386;
905008;30/04/2023;;0;6420000002;290;Seg. Social BOBEJ ;;0;1,74;166,386;
905009;30/04/2023;;0;6420000004;15812;Seg. Social MATRC ;;0;95,03;166,386;
905010;30/04/2023;;0;6420000005;14921;Seg. Social GO A ;;0;89,68;166,386;
905011;30/04/2023;;0;6420000006;14323;Seg. Social CASOJ ;;0;86,08;166,386;
905012;30/04/2023;;0;6420000009;7323;Seg. Social HECRG ;;0;44,01;166,386;
905013;30/04/2023;;0;4780000003;5990;Retenciones AEAT ;;0;36;166,386;
905014;30/04/2023;;0;4650000002;115377;Salario líquido BOBEJ ;;0;693,43;166,386;
905015;30/04/2023;;0;4650000004;215302;Salario líquido MATRC ;;0;1293,99;166,386;
905016;30/04/2023;;0;4650000005;207620;Salario líquido GO A ;;0;1247,82;166,386;
905017;30/04/2023;;0;4650000006;195688;Salario líquido CASOJ ;;0;1176,11;166,386;
905018;30/04/2023;;0;4650000009;106204;Salario líquido HECRG ;;0;638,31;166,386;
906000;30/04/2023;6420000000;327739;4760000000;327739;S.S. ABRIL ;;1969,75;1969,75;166,386;
907000;30/04/2023;6000000000;42492;;0;SU FRA. Nº - 849;;255,38;0;166,386;
907001;30/04/2023;4720000021;8923;;0;SU FRA. Nº - 849;;53,63;0;166,386;
907002;30/04/2023;;0;4000000179;51415;SU FRA. Nº - 849;;0;309,01;166,386;
908000;30/04/2023;6280000003;37815;;0;SU FRA. Nº - 10988;;227,27;0;166,386;
908001;30/04/2023;4720000021;7941;;0;SU FRA. Nº - 10988;;47,73;0;166,386;
908002;30/04/2023;;0;4100000260;45756;SU FRA. Nº - 10988;;0;275;166,386;
909000;30/04/2023;6000000000;2045;;0;SU FRA. Nº - 1579;;12,29;0;166,386;
909001;30/04/2023;4720000021;429;;0;SU FRA. Nº - 1579;;2,58;0;166,386;
909002;30/04/2023;;0;4000000217;2474;SU FRA. Nº - 1579;;0;14,87;166,386;
910000;30/04/2023;4100000260;45756;5700000000;45756;NUESTRO PAGO ;;275;275;166,386;
911000;30/04/2023;6280000003;17223;;0;SU FRA. Nº - 400272;;103,51;0;166,386;
911001;30/04/2023;4720000021;3617;;0;SU FRA. Nº - 400272;;21,74;0;166,386;
